feature_id,location_id,date,dengue_lag_1,dengue_lag_2,dengue_lag_4,dengue_rolling_4,malaria_lag_1,malaria_lag_4,rainfall_1,rainfall_2,rainfall_4,rainfall_8,temperature_1,temperature_2,temperature_4,rainfall_anomaly,temperature_anomaly,outbreak_target,population,urban_density,sanitation_index,municipality,state_name
251,159,2025-11-01,,,,9,19,10,166.8682861328125,79.48963512073864,,,27.808349609375,28.721777343750034,,0.0,0.0,0,82852,10.071358497049635,0.18823771632885813,Careiro da Várzea,Amazonas
252,159,2025-12-01,,,,2,9,17,175.1860906427557,166.8682861328125,,,27.678613281250023,27.808349609375,,0.0,0.0,0,82852,10.071358497049635,0.18823771632885813,Careiro da Várzea,Amazonas
253,160,2025-02-01,,,,33,76,1,350.7576678240741,204.10803674768516,,,26.242435383244242,26.380609402852087,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
254,160,2025-03-01,,,,30,33,1,288.8623046875,350.7576678240741,,,25.588385695187185,26.242435383244242,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
255,160,2025-04-01,,,,49,30,8,312.93200231481484,288.8623046875,,,26.04248551693405,25.588385695187185,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
256,160,2025-05-01,,,,46,49,76,265.9068287037037,312.93200231481484,,,26.113814616755803,26.04248551693405,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
257,160,2025-06-01,,,,72,46,33,198.00135633680554,265.9068287037037,,,26.083650846702312,26.113814616755803,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
258,160,2025-07-01,,,,118,72,30,158.27564380787038,198.00135633680554,,,25.777306149732624,26.083650846702312,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
259,160,2025-08-01,,,,158,118,49,43.375253182870374,158.27564380787038,,,26.239538770053514,25.777306149732624,,-57.219202112268505,-1.2582302807486485,1,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
260,160,2025-09-01,,,,167,158,46,89.66963252314815,43.375253182870374,,,26.614204545454584,26.239538770053514,,-33.56250452112269,-0.5636558600712931,1,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
261,160,2025-10-01,,,,102,167,72,136.9830277054398,89.66963252314815,,,27.14119318181821,26.614204545454584,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
262,160,2025-11-01,,,,52,102,118,175.1939742476852,136.9830277054398,,,26.809558823529414,27.14119318181821,,0.0,0.0,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
263,160,2025-12-01,,,,58,52,158,210.2147171585648,175.1939742476852,,,26.6476270053476,26.809558823529414,,69.17055483217592,-0.03521891711230296,0,33677,7.617103494017233,0.25639172378045866,Coari,Amazonas
264,161,2025-08-01,,,,1,1,1,178.2298251065341,198.0833407315341,,,25.97331495098041,26.32277113970588,,0.0,0.0,0,32332,6.422606663260229,0.36537688260337997,Codajás,Amazonas
265,161,2025-09-01,,,,1,1,1,126.0667724609375,178.2298251065341,,,26.627918198529414,25.97331495098041,,0.0,0.0,0,32332,6.422606663260229,0.36537688260337997,Codajás,Amazonas
266,161,2025-11-01,,,,1,1,1,132.4545010653409,126.0667724609375,,,27.208015471813724,26.627918198529414,,0.0,0.0,0,32332,6.422606663260229,0.36537688260337997,Codajás,Amazonas
267,163,2025-06-01,,,,10,4,4,115.72840947690217,266.1170601222826,,,25.182417332848843,25.464530341569798,,0.0,0.0,1,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
268,163,2025-07-01,,,,5,10,2,63.84791100543478,115.72840947690217,,,24.69545330668609,25.182417332848843,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
269,163,2025-08-01,,,,8,5,2,28.677670686141305,63.84791100543478,,,25.197724382267438,24.69545330668609,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
270,163,2025-09-01,,,,2,8,4,33.668520720108695,28.677670686141305,,,26.238013263081427,25.197724382267438,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
271,163,2025-10-01,,,,1,2,10,195.97231657608697,33.668520720108695,,,26.578720021802326,26.238013263081427,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
272,163,2025-11-01,,,,3,1,5,178.63841711956522,195.97231657608697,,,25.88517896075581,26.578720021802326,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
273,163,2025-12-01,,,,5,3,8,246.09926970108697,178.63841711956522,,,25.645194404069798,25.88517896075581,,0.0,0.0,0,29239,9.604161427103932,0.18128610877063184,Envira,Amazonas
274,164,2025-04-01,,,,7,2,2,191.80519014246323,204.01470588235293,,,26.635444630872485,25.893860109060427,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
275,164,2025-05-01,,,,1,7,5,302.58088235294116,191.80519014246323,,,26.20072357382554,26.635444630872485,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
276,164,2025-06-01,,,,1,1,7,291.3575654871324,302.58088235294116,,,25.81578754194635,26.20072357382554,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
277,164,2025-07-01,,,,5,1,2,223.26421760110293,291.3575654871324,,,25.44007969798662,25.81578754194635,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
278,164,2025-08-01,,,,14,5,7,68.43756462545956,223.26421760110293,,,25.50189807046985,25.44007969798662,,0.0,0.0,1,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
279,164,2025-09-01,,,,4,14,1,150.24534696691177,68.43756462545956,,,26.014980075503388,25.50189807046985,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
280,164,2025-10-01,,,,5,4,1,221.87869083180146,150.24534696691177,,,26.999197776845676,26.014980075503388,,0.0,0.0,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
281,164,2025-11-01,,,,10,5,5,167.4672133501838,221.87869083180146,,,26.84897755872487,26.999197776845676,,0.0,0.0,1,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
282,164,2025-12-01,,,,1,10,14,243.7576401654412,167.4672133501838,,,26.643440645973158,26.84897755872487,,92.16051887063418,0.2226431417785193,0,38515,14.169526895486007,0.27932642391231877,Fonte Boa,Amazonas
283,165,2025-04-01,,,,138,167,13,253.68477957589286,250.30540829613096,,,25.296110551075287,25.036701948924758,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
284,165,2025-05-01,,,,139,138,220,228.4164574032738,253.68477957589286,,,25.178566028225816,25.296110551075287,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
285,165,2025-06-01,,,,128,139,163,173.16019112723214,228.4164574032738,,,24.619741263440858,25.178566028225816,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
286,165,2025-07-01,,,,77,128,167,79.16238839285714,173.16019112723214,,,24.349600974462362,24.619741263440858,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
287,165,2025-08-01,,,,48,77,138,63.718418666294646,79.16238839285714,,,24.59084341397852,24.349600974462362,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
288,165,2025-09-01,,,,45,48,139,65.82465471540179,63.718418666294646,,,25.857350470430106,24.59084341397852,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
289,165,2025-10-01,,,,53,45,128,139.495849609375,65.82465471540179,,,25.535630880376345,25.857350470430106,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
290,165,2025-11-01,,,,60,53,77,182.80565243675596,139.495849609375,,,25.044934475806485,25.535630880376345,,0.0,0.0,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
291,165,2025-12-01,,,,31,60,48,190.69757952008928,182.80565243675596,,,25.107770497311833,25.044934475806485,,51.73269507998509,-0.29051159274195015,0,89320,10.248462405686599,0.5178942616519454,Guajará,Amazonas
292,167,2025-04-01,,,,27,19,1,280.2856968470982,344.92529296875,,,25.33875473484852,25.133321496212147,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
293,167,2025-05-01,,,,45,27,17,264.236572265625,280.2856968470982,,,25.49494554924246,25.33875473484852,,0.0,0.0,1,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
294,167,2025-06-01,,,,49,45,23,131.04559326171875,264.236572265625,,,25.07259706439396,25.49494554924246,,0.0,0.0,1,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
295,167,2025-07-01,,,,44,49,19,67.33309500558036,131.04559326171875,,,24.670075757575773,25.07259706439396,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
296,167,2025-08-01,,,,27,44,27,46.48649379185268,67.33309500558036,,,24.964997632575773,24.670075757575773,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
297,167,2025-09-01,,,,25,27,45,57.00077165876116,46.48649379185268,,,25.97517755681821,24.964997632575773,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
298,167,2025-10-01,,,,20,25,49,157.70982142857142,57.00077165876116,,,26.06549479166671,25.97517755681821,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
299,167,2025-11-01,,,,22,20,44,165.6981201171875,157.70982142857142,,,25.553924005681836,26.06549479166671,,0.0,0.0,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
300,167,2025-12-01,,,,10,22,27,242.02132742745536,165.6981201171875,,,25.415873579545462,25.553924005681836,,55.44759695870533,-0.28073212594696884,0,26826,13.819914446426289,0.1755141698122631,Ipixuna,Amazonas
301,168,2025-03-01,,,,69,69,1,234.275048828125,266.2145751953125,,,26.027091272865903,26.810461128048814,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
302,168,2025-04-01,,,,71,69,19,418.36806640625,234.275048828125,,,26.48583746189024,26.027091272865903,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
303,168,2025-05-01,,,,71,71,113,252.002490234375,418.36806640625,,,26.677791539634143,26.48583746189024,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
304,168,2025-06-01,,,,88,71,69,142.11845703125,252.002490234375,,,27.019112042682934,26.677791539634143,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
305,168,2025-07-01,,,,284,88,69,165.0224365234375,142.11845703125,,,26.735432545731726,27.019112042682934,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
306,168,2025-08-01,,,,435,284,71,74.680126953125,165.0224365234375,,,27.295979420731726,26.735432545731726,,0.0,0.0,1,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
307,168,2025-09-01,,,,313,435,71,107.40870361328125,74.680126953125,,,27.638133574695132,27.295979420731726,,0.0,0.0,1,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
308,168,2025-10-01,,,,258,313,88,80.19837646484375,107.40870361328125,,,28.162738185975627,27.638133574695132,,0.0,0.0,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
309,168,2025-11-01,,,,197,258,284,171.70972900390626,80.19837646484375,,,27.401805449695132,28.162738185975627,,5.144387817382807,-0.8146913109756042,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
310,168,2025-12-01,,,,89,197,435,192.2872802734375,171.70972900390626,,,27.303315548780517,27.401805449695132,,62.99684143066406,-0.18766673018294,0,65210,3.2524184278773793,0.47103902734112235,Iranduba,Amazonas
311,169,2025-05-01,,,,1,4,3,146.4610877403846,308.42782827524036,,,26.673232706310728,26.084280188106845,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
312,169,2025-06-01,,,,4,1,3,174.0647911658654,146.4610877403846,,,26.924787621359258,26.673232706310728,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
313,169,2025-07-01,,,,3,4,3,166.00508939302884,174.0647911658654,,,26.463281250000023,26.924787621359258,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
314,169,2025-08-01,,,,12,3,4,83.10276442307692,166.00508939302884,,,26.85337530339808,26.463281250000023,,0.0,0.0,1,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
315,169,2025-09-01,,,,5,12,1,57.59259972205529,83.10276442307692,,,27.517324029126257,26.85337530339808,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
316,169,2025-10-01,,,,4,5,4,65.7366943359375,57.59259972205529,,,28.73774271844661,27.517324029126257,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
317,169,2025-11-01,,,,4,4,3,126.47518216646634,65.7366943359375,,,27.713508798543728,28.73774271844661,,0.0,0.0,0,47501,3.4309147828708366,0.5357886054946889,Itacoatiara,Amazonas
318,170,2025-05-01,,,,76,45,43,316.4110630580357,322.30189732142856,,,25.69715317234852,25.54773910984852,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
319,170,2025-06-01,,,,90,76,67,194.17215401785714,316.4110630580357,,,25.500745738636397,25.69715317234852,,0.0,0.0,1,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
320,170,2025-07-01,,,,111,90,70,86.86082240513393,194.17215401785714,,,25.05578835227277,25.500745738636397,,0.0,0.0,1,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
321,170,2025-08-01,,,,62,111,45,35.292942592075896,86.86082240513393,,,25.739441287878833,25.05578835227277,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
322,170,2025-09-01,,,,61,62,76,57.910060337611604,35.292942592075896,,,26.101509232954584,25.739441287878833,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
323,170,2025-10-01,,,,71,61,90,176.09615652901786,57.910060337611604,,,26.87971117424246,26.101509232954584,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
324,170,2025-11-01,,,,45,71,111,176.83037458147322,176.09615652901786,,,25.979024621212147,26.87971117424246,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
325,170,2025-12-01,,,,58,45,62,232.15251813616072,176.83037458147322,,,26.114973958333337,25.979024621212147,,0.0,0.0,0,58748,14.581244773224592,0.3367315258812481,Itamarati,Amazonas
326,173,2025-05-01,,,,5,6,4,315.0359157986111,268.42647569444443,,,26.009397754854376,26.17256902305826,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
327,173,2025-06-01,,,,9,5,3,293.30946180555554,315.0359157986111,,,25.580298088592258,26.009397754854376,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
328,173,2025-07-01,,,,20,9,3,197.783203125,293.30946180555554,,,25.366838592233023,25.580298088592258,,0.0,0.0,1,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
329,173,2025-08-01,,,,24,20,6,88.26868489583333,197.783203125,,,25.486567050970905,25.366838592233023,,0.0,0.0,1,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
330,173,2025-09-01,,,,7,24,5,128.2849175347222,88.26868489583333,,,25.8078655946602,25.486567050970905,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
331,173,2025-10-01,,,,6,7,9,227.52766927083334,128.2849175347222,,,26.900762287621376,25.8078655946602,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
332,173,2025-11-01,,,,2,6,20,194.74197048611111,227.52766927083334,,,26.629676122572846,26.900762287621376,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
333,173,2025-12-01,,,,4,2,24,256.17376302083335,194.74197048611111,,,26.450121359223317,26.629676122572846,,0.0,0.0,0,57598,16.407702137432544,0.46759655577129344,Juruá,Amazonas
334,175,2025-04-01,,,,685,755,21,273.2769717261905,365.63157242063494,,,25.460197368421063,25.426141640866888,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
335,175,2025-05-01,,,,751,685,454,218.80178881448413,273.2769717261905,,,25.597339396284838,25.460197368421063,,0.0,0.0,1,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
336,175,2025-06-01,,,,623,751,92,115.12434895833333,218.80178881448413,,,25.761813080495358,25.597339396284838,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
337,175,2025-07-01,,,,252,623,755,33.590215773809526,115.12434895833333,,,25.487916021671822,25.761813080495358,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
338,175,2025-08-01,,,,280,252,685,9.928790380084326,33.590215773809526,,,26.217985681114556,25.487916021671822,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
339,175,2025-09-01,,,,281,280,751,37.780684213789684,9.928790380084326,,,27.185792376161032,26.217985681114556,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
340,175,2025-10-01,,,,237,281,623,174.8772166418651,37.780684213789684,,,27.031598297213634,27.185792376161032,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
341,175,2025-11-01,,,,218,237,252,157.9032738095238,174.8772166418651,,,26.61071497678023,27.031598297213634,,0.0,0.0,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
342,175,2025-12-01,,,,141,218,280,189.60213603670636,157.9032738095238,,,26.143537151702787,26.61071497678023,,95.90271577380952,-0.28030669504644834,0,76287,2.157392387166543,0.2836841736744363,Lábrea,Amazonas
343,176,2025-05-01,,,,11,15,7,227.64446149553572,222.89143880208334,,,26.469206460674172,25.805846207865216,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
344,176,2025-06-01,,,,12,11,12,166.2064964657738,227.64446149553572,,,26.80479283707865,26.469206460674172,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
345,176,2025-07-01,,,,8,12,4,157.9380347842262,166.2064964657738,,,26.56131056882026,26.80479283707865,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
346,176,2025-08-01,,,,5,8,15,72.14133998325893,157.9380347842262,,,27.017420119382052,26.56131056882026,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
347,176,2025-09-01,,,,11,5,11,125.59502883184524,72.14133998325893,,,27.303344452247188,27.017420119382052,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
348,176,2025-10-01,,,,7,11,12,86.27722749255952,125.59502883184524,,,27.614154669943844,27.303344452247188,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
349,176,2025-11-01,,,,9,7,8,166.57540457589286,86.27722749255952,,,26.912412219101157,27.614154669943844,,0.0,0.0,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
350,176,2025-12-01,,,,3,9,5,222.6108630952381,166.57540457589286,,,26.979235428370828,26.912412219101157,,71.66473679315476,-0.2171370259831633,0,15102,11.680624873912643,0.4481940908927871,Manacapuru,Amazonas
351,177,2025-10-01,,,,3,2,1,130.55138221153845,73.28650841346153,,,27.32661884014425,27.037255859375023,,0.0,0.0,1,76164,11.08932113420054,0.3176867166155403,Manaquiri,Amazonas
352,178,2024-12-01,,,,213,17,2,196.595361328125,196.595361328125,,,28.638262795275637,26.742224409448852,,-57.81208496093748,0.1651544045275557,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
353,178,2025-01-01,,,,1978,213,1,196.595361328125,196.595361328125,,,26.753697096456733,28.638262795275637,,35.530843098958314,-0.4370386318897488,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
354,178,2025-02-01,,,,1546,1978,2,267.65704752604165,196.595361328125,,,26.44162770669294,26.753697096456733,,12.162019856770826,-0.9782234251968305,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
355,178,2025-03-01,,,,1560,1546,17,220.91940104166667,267.65704752604165,,,25.712389271653592,26.44162770669294,,0.0,0.0,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
356,178,2025-04-01,,,,1655,1560,213,370.37783203125,220.91940104166667,,,26.137770669291342,25.712389271653592,,27.305419921875,-0.2420644685039406,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
357,178,2025-05-01,,,,1415,1655,1978,251.206201171875,370.37783203125,,,26.25809547244097,26.137770669291342,,0.0,0.0,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
358,178,2025-06-01,,,,1375,1415,1546,177.22180989583333,251.206201171875,,,26.477614419291342,26.25809547244097,,0.0,0.0,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
359,178,2025-07-01,,,,1404,1375,1560,195.77141927083332,177.22180989583333,,,26.199040354330748,26.477614419291342,,0.0,0.0,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
360,178,2025-08-01,,,,2559,1404,1655,106.49441731770834,195.77141927083332,,,26.581852854330748,26.199040354330748,,0.0,0.0,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
361,178,2025-09-01,,,,3482,2559,1415,109.90648600260417,106.49441731770834,,,27.036884842519726,26.581852854330748,,0.0,0.0,1,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
362,178,2025-10-01,,,,3162,3482,1375,93.7359375,109.90648600260417,,,28.088373523622067,27.036884842519726,,0.0,0.0,1,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
363,178,2025-11-01,,,,2849,3162,1404,176.472216796875,93.7359375,,,27.25046751968506,28.088373523622067,,0.4119710286458371,-0.754721333661422,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
364,178,2025-12-01,,,,2437,2849,2559,197.41930338541667,176.472216796875,,,27.128820127952793,27.25046751968506,,57.81208496093751,-0.1651544045275557,0,28522,8.407702289339696,0.31006987026900085,Manaus,Amazonas
365,180,2025-05-01,,,,5,6,8,315.48583984375,215.00588060461956,,,26.21336137820515,26.680809294871835,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
366,180,2025-06-01,,,,5,5,3,270.4084791100544,315.48583984375,,,26.11135817307695,26.21336137820515,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
367,180,2025-07-01,,,,3,5,3,213.3604577105978,270.4084791100544,,,25.717928685897448,26.11135817307695,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
368,180,2025-08-01,,,,5,3,6,73.25061565896739,213.3604577105978,,,25.718229166666674,25.717928685897448,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
369,180,2025-09-01,,,,3,5,5,135.0782523777174,73.25061565896739,,,26.222035256410265,25.718229166666674,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
370,180,2025-10-01,,,,2,3,5,190.2498938519022,135.0782523777174,,,27.05354567307694,26.222035256410265,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
371,180,2025-11-01,,,,2,2,3,165.80338187839675,190.2498938519022,,,26.916346153846177,27.05354567307694,,0.0,0.0,0,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
372,180,2025-12-01,,,,8,2,5,265.7920983355978,165.80338187839675,,,26.733713942307702,26.916346153846177,,0.0,0.0,1,76407,17.11510094118998,0.38047669210595014,Maraã,Amazonas
373,182,2025-09-01,,,,3,2,1,80.4873213334517,153.28184925426137,,,26.73800652472528,25.885027472527497,,0.0,0.0,0,35041,19.26416951991837,0.3439325348106045,Nhamundá,Amazonas
374,183,2025-07-01,,,,1,2,2,173.72242647058823,315.8236443014706,,,26.536806126644763,26.026243832236844,,0.0,0.0,0,27758,9.551580489769716,0.48018950074871586,Nova Olinda do Norte,Amazonas
375,183,2025-08-01,,,,2,1,2,67.85100241268383,173.72242647058823,,,27.0682874177632,26.536806126644763,,0.0,0.0,0,27758,9.551580489769716,0.48018950074871586,Nova Olinda do Norte,Amazonas
376,183,2025-11-01,,,,1,2,1,65.53860294117646,67.85100241268383,,,27.692696340460543,27.0682874177632,,0.0,0.0,0,27758,9.551580489769716,0.48018950074871586,Nova Olinda do Norte,Amazonas
377,183,2025-12-01,,,,1,1,2,191.2634995404412,65.53860294117646,,,27.7040296052632,27.692696340460543,,69.71524586397061,-0.321044921875,0,27758,9.551580489769716,0.48018950074871586,Nova Olinda do Norte,Amazonas
378,184,2025-05-01,,,,3,1,1,291.0358555169753,289.53479456018516,,,25.79723494764403,26.042040248691137,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
379,184,2025-06-01,,,,1,3,2,226.22593557098764,291.0358555169753,,,26.073699280104734,25.79723494764403,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
380,184,2025-07-01,,,,3,1,1,221.63252314814815,226.22593557098764,,,25.69671547774874,26.073699280104734,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
381,184,2025-08-01,,,,5,3,1,139.23459201388889,221.63252314814815,,,25.859203206806285,25.69671547774874,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
382,184,2025-09-01,,,,6,5,3,139.2977551118827,139.23459201388889,,,26.26402159685864,25.859203206806285,,0.0,0.0,1,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
383,184,2025-10-01,,,,3,6,1,112.35949556327161,139.2977551118827,,,27.344294011780107,26.26402159685864,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
384,184,2025-11-01,,,,5,3,3,160.96647135416666,112.35949556327161,,,26.75610683900527,27.344294011780107,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
385,184,2025-12-01,,,,5,5,5,237.4664351851852,160.96647135416666,,,26.543594568062872,26.75610683900527,,0.0,0.0,0,2350,9.895947916117851,0.22633563697832554,Novo Airão,Amazonas
386,185,2025-04-01,,,,21,36,1,375.8562148876405,449.0812851123595,,,25.588007447429902,25.186156542056096,,0.0,0.0,0,69656,13.732567063293903,0.2131571763645143,Novo Aripuanã,Amazonas
387,185,2025-05-01,,,,24,21,15,273.28072331460675,375.8562148876405,,,26.33123539719628,25.588007447429902,,0.0,0.0,0,69656,13.732567063293903,0.2131571763645143,Novo Aripuanã,Amazonas
388,185,2025-06-01,,,,60,24,25,146.3220242275281,273.28072331460675,,,26.54569582359818,26.33123539719628,,0.0,0.0,0,69656,13.732567063293903,0.2131571763645143,Novo Aripuanã,Amazonas
389,185,2025-07-01,,,,73,60,36,100.47816450140449,146.3220242275281,,,26.72490873247665,26.54569582359818,,0.0,0.0,1,69656,13.732567063293903,0.2131571763645143,Novo Aripuanã,Amazonas
390,185,2025-08-01,,,,52,73,21,39.191729942064605,100.47816450140449,,,27.510959404205607,26.72490873247665,,0.0,0.0,0,69656,13.732567063293903,0.2131571763645143,Novo Aripuanã,Amazonas
