feature_id,location_id,date,dengue_lag_1,dengue_lag_2,dengue_lag_4,dengue_rolling_4,malaria_lag_1,malaria_lag_4,rainfall_1,rainfall_2,rainfall_4,rainfall_8,temperature_1,temperature_2,temperature_4,rainfall_anomaly,temperature_anomaly,outbreak_target,population,urban_density,sanitation_index,municipality,state_name
18,13,2025-06-01,,,,22,40,97,58.31561279296875,261.2955017089844,,,25.111920797413802,25.104108297413802,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
19,13,2025-07-01,,,,21,22,55,23.32090950012207,58.31561279296875,,,24.463550646551766,25.111920797413802,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
20,13,2025-08-01,,,,21,21,27,11.006006240844727,23.32090950012207,,,24.826899245689674,24.463550646551766,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
21,13,2025-09-01,,,,34,21,40,16.502975463867188,11.006006240844727,,,26.716109913793105,24.826899245689674,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
22,13,2025-10-01,,,,51,34,22,140.60301208496094,16.502975463867188,,,26.863469827586243,26.716109913793105,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
23,13,2025-11-01,,,,27,51,21,151.9217529296875,140.60301208496094,,,26.463314924568976,26.863469827586243,,0.0,0.0,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
24,13,2025-12-01,,,,19,27,21,154.6376495361328,151.9217529296875,,,25.98591056034485,26.463314924568976,,118.67675399780273,-0.42221174568965125,0,18127,13.446962321356487,0.35505903470391026,Plácido de Castro,Acre
25,15,2025-06-01,,,,2,2,1,163.8893310546875,202.18642578125,,,24.481321957236844,24.98255550986846,,0.0,0.0,0,39695,13.505527310126231,0.2670647812931861,Porto Walter,Acre
26,15,2025-07-01,,,,1,2,1,63.75740356445313,163.8893310546875,,,24.009385279605283,24.481321957236844,,0.0,0.0,0,39695,13.505527310126231,0.2670647812931861,Porto Walter,Acre
27,15,2025-08-01,,,,2,1,1,81.74219970703125,63.75740356445313,,,24.280047286184242,24.009385279605283,,0.0,0.0,0,39695,13.505527310126231,0.2670647812931861,Porto Walter,Acre
