malaria_id,location_id,notification_date,year,month,week,cases,laboratory_result,source,source_url,municipality,state_name
1330,2498,,2025,5,,5,,SIVEP-Malaria,,Novo Progresso,Pará
1331,2498,,2025,6,,11,,SIVEP-Malaria,,Novo Progresso,Pará
1332,2498,,2025,7,,14,,SIVEP-Malaria,,Novo Progresso,Pará
1333,2498,,2025,8,,7,,SIVEP-Malaria,,Novo Progresso,Pará
1334,2498,,2025,9,,15,,SIVEP-Malaria,,Novo Progresso,Pará
1335,2498,,2025,10,,20,,SIVEP-Malaria,,Novo Progresso,Pará
1336,2498,,2025,11,,5,,SIVEP-Malaria,,Novo Progresso,Pará
1337,2498,,2025,12,,14,,SIVEP-Malaria,,Novo Progresso,Pará
1338,2499,,2025,4,,1,,SIVEP-Malaria,,Novo Repartimento,Pará
1339,2499,,2025,5,,2,,SIVEP-Malaria,,Novo Repartimento,Pará
1340,2499,,2025,9,,1,,SIVEP-Malaria,,Novo Repartimento,Pará
1341,2499,,2025,10,,1,,SIVEP-Malaria,,Novo Repartimento,Pará
1342,2499,,2025,11,,3,,SIVEP-Malaria,,Novo Repartimento,Pará
1343,2501,,2024,1,,1,,SIVEP-Malaria,,Oeiras do Pará,Pará
1344,2501,,2024,12,,60,,SIVEP-Malaria,,Oeiras do Pará,Pará
1345,2501,,2025,1,,581,,SIVEP-Malaria,,Oeiras do Pará,Pará
1346,2501,,2025,2,,266,,SIVEP-Malaria,,Oeiras do Pará,Pará
1347,2501,,2025,3,,186,,SIVEP-Malaria,,Oeiras do Pará,Pará
1348,2501,,2025,4,,138,,SIVEP-Malaria,,Oeiras do Pará,Pará
1349,2501,,2025,5,,176,,SIVEP-Malaria,,Oeiras do Pará,Pará
1350,2501,,2025,6,,289,,SIVEP-Malaria,,Oeiras do Pará,Pará
1351,2501,,2025,7,,244,,SIVEP-Malaria,,Oeiras do Pará,Pará
1352,2501,,2025,8,,209,,SIVEP-Malaria,,Oeiras do Pará,Pará
1353,2501,,2025,9,,110,,SIVEP-Malaria,,Oeiras do Pará,Pará
1354,2501,,2025,10,,74,,SIVEP-Malaria,,Oeiras do Pará,Pará
1355,2501,,2025,11,,51,,SIVEP-Malaria,,Oeiras do Pará,Pará
1356,2501,,2025,12,,18,,SIVEP-Malaria,,Oeiras do Pará,Pará
1357,133,,2024,12,,19,,SIVEP-Malaria,,Oiapoque,Amapá
1358,133,,2025,1,,127,,SIVEP-Malaria,,Oiapoque,Amapá
1359,133,,2025,2,,128,,SIVEP-Malaria,,Oiapoque,Amapá
1360,133,,2025,3,,114,,SIVEP-Malaria,,Oiapoque,Amapá
1361,133,,2025,4,,116,,SIVEP-Malaria,,Oiapoque,Amapá
1362,133,,2025,5,,113,,SIVEP-Malaria,,Oiapoque,Amapá
1363,133,,2025,6,,102,,SIVEP-Malaria,,Oiapoque,Amapá
1364,133,,2025,7,,101,,SIVEP-Malaria,,Oiapoque,Amapá
1365,133,,2025,8,,98,,SIVEP-Malaria,,Oiapoque,Amapá
1366,133,,2025,9,,130,,SIVEP-Malaria,,Oiapoque,Amapá
1367,133,,2025,10,,173,,SIVEP-Malaria,,Oiapoque,Amapá
1368,133,,2025,11,,163,,SIVEP-Malaria,,Oiapoque,Amapá
1369,133,,2025,12,,129,,SIVEP-Malaria,,Oiapoque,Amapá
1370,2502,,2024,12,,1,,SIVEP-Malaria,,Oriximiná,Pará
1371,2502,,2025,1,,25,,SIVEP-Malaria,,Oriximiná,Pará
1372,2502,,2025,2,,17,,SIVEP-Malaria,,Oriximiná,Pará
1373,2502,,2025,3,,17,,SIVEP-Malaria,,Oriximiná,Pará
1374,2502,,2025,4,,15,,SIVEP-Malaria,,Oriximiná,Pará
1375,2502,,2025,5,,13,,SIVEP-Malaria,,Oriximiná,Pará
1376,2502,,2025,6,,11,,SIVEP-Malaria,,Oriximiná,Pará
1377,2502,,2025,7,,9,,SIVEP-Malaria,,Oriximiná,Pará
1378,2502,,2025,8,,7,,SIVEP-Malaria,,Oriximiná,Pará
1379,2502,,2025,9,,12,,SIVEP-Malaria,,Oriximiná,Pará
1380,2502,,2025,10,,7,,SIVEP-Malaria,,Oriximiná,Pará
1381,2502,,2025,11,,15,,SIVEP-Malaria,,Oriximiná,Pará
1382,2502,,2025,12,,7,,SIVEP-Malaria,,Oriximiná,Pará
1383,2504,,2024,12,,2,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1384,2504,,2025,1,,9,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1385,2504,,2025,2,,6,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1386,2504,,2025,3,,5,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1387,2504,,2025,4,,3,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1388,2504,,2025,5,,4,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1389,2504,,2025,6,,1,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1390,2504,,2025,7,,1,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1391,2504,,2025,8,,2,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1392,2504,,2025,9,,1,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1393,2504,,2025,12,,1,,SIVEP-Malaria,,Ourilândia do Norte,Pará
1394,4384,,2025,2,,1,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1395,4384,,2025,6,,1,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1396,4384,,2025,8,,1,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1397,4384,,2025,10,,1,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1398,4384,,2025,11,,2,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1399,4384,,2025,12,,1,,SIVEP-Malaria,,Ouro Preto do Oeste,Rondônia
1400,2505,,2025,2,,2,,SIVEP-Malaria,,Pacajá,Pará
1401,2505,,2025,3,,2,,SIVEP-Malaria,,Pacajá,Pará
1402,2505,,2025,4,,1,,SIVEP-Malaria,,Pacajá,Pará
1403,2505,,2025,5,,3,,SIVEP-Malaria,,Pacajá,Pará
1404,2505,,2025,6,,1,,SIVEP-Malaria,,Pacajá,Pará
1405,2505,,2025,7,,6,,SIVEP-Malaria,,Pacajá,Pará
1406,2505,,2025,8,,3,,SIVEP-Malaria,,Pacajá,Pará
1407,2505,,2025,9,,1,,SIVEP-Malaria,,Pacajá,Pará
1408,2505,,2025,11,,2,,SIVEP-Malaria,,Pacajá,Pará
1409,2505,,2025,12,,1,,SIVEP-Malaria,,Pacajá,Pará
1410,4414,,2024,12,,5,,SIVEP-Malaria,,Pacaraima,Roraima
1411,4414,,2025,1,,48,,SIVEP-Malaria,,Pacaraima,Roraima
1412,4414,,2025,2,,44,,SIVEP-Malaria,,Pacaraima,Roraima
1413,4414,,2025,3,,34,,SIVEP-Malaria,,Pacaraima,Roraima
1414,4414,,2025,4,,69,,SIVEP-Malaria,,Pacaraima,Roraima
1415,4414,,2025,5,,35,,SIVEP-Malaria,,Pacaraima,Roraima
1416,4414,,2025,6,,21,,SIVEP-Malaria,,Pacaraima,Roraima
1417,4414,,2025,7,,20,,SIVEP-Malaria,,Pacaraima,Roraima
1418,4414,,2025,8,,7,,SIVEP-Malaria,,Pacaraima,Roraima
1419,4414,,2025,9,,11,,SIVEP-Malaria,,Pacaraima,Roraima
1420,4414,,2025,10,,9,,SIVEP-Malaria,,Pacaraima,Roraima
1421,4414,,2025,11,,3,,SIVEP-Malaria,,Pacaraima,Roraima
1422,4414,,2025,12,,4,,SIVEP-Malaria,,Pacaraima,Roraima
1423,2506,,2025,12,,1,,SIVEP-Malaria,,Palestina do Pará,Pará
1424,5521,,2025,4,,1,,SIVEP-Malaria,,Palmas,Tocantins
1425,5521,,2025,7,,1,,SIVEP-Malaria,,Palmas,Tocantins
1426,5521,,2025,10,,2,,SIVEP-Malaria,,Palmas,Tocantins
1427,2507,,2025,7,,1,,SIVEP-Malaria,,Paragominas,Pará
1428,3646,,2025,4,,1,,SIVEP-Malaria,,Paraty,Rio de Janeiro
1429,2508,,2024,12,,6,,SIVEP-Malaria,,Parauapebas,Pará
1430,2508,,2025,1,,18,,SIVEP-Malaria,,Parauapebas,Pará
1431,2508,,2025,2,,2,,SIVEP-Malaria,,Parauapebas,Pará
1432,2508,,2025,3,,4,,SIVEP-Malaria,,Parauapebas,Pará
1433,2508,,2025,4,,1,,SIVEP-Malaria,,Parauapebas,Pará
1434,2508,,2025,5,,2,,SIVEP-Malaria,,Parauapebas,Pará
1435,2508,,2025,6,,1,,SIVEP-Malaria,,Parauapebas,Pará
1436,2508,,2025,12,,1,,SIVEP-Malaria,,Parauapebas,Pará
1437,186,,2025,3,,1,,SIVEP-Malaria,,Parintins,Amazonas
1438,186,,2025,5,,1,,SIVEP-Malaria,,Parintins,Amazonas
1439,186,,2025,6,,1,,SIVEP-Malaria,,Parintins,Amazonas
1440,186,,2025,7,,4,,SIVEP-Malaria,,Parintins,Amazonas
1441,186,,2025,8,,3,,SIVEP-Malaria,,Parintins,Amazonas
1442,186,,2025,9,,1,,SIVEP-Malaria,,Parintins,Amazonas
1443,186,,2025,11,,2,,SIVEP-Malaria,,Parintins,Amazonas
1444,5527,,2025,6,,1,,SIVEP-Malaria,,Pau D'Arco,Tocantins
1445,5527,,2025,7,,1,,SIVEP-Malaria,,Pau D'Arco,Tocantins
1446,5527,,2025,10,,1,,SIVEP-Malaria,,Pau D'Arco,Tocantins
1447,187,,2025,1,,4,,SIVEP-Malaria,,Pauini,Amazonas
1448,187,,2025,2,,15,,SIVEP-Malaria,,Pauini,Amazonas
1449,187,,2025,3,,19,,SIVEP-Malaria,,Pauini,Amazonas
1450,187,,2025,4,,53,,SIVEP-Malaria,,Pauini,Amazonas
1451,187,,2025,5,,66,,SIVEP-Malaria,,Pauini,Amazonas
1452,187,,2025,6,,28,,SIVEP-Malaria,,Pauini,Amazonas
1453,187,,2025,7,,22,,SIVEP-Malaria,,Pauini,Amazonas
1454,187,,2025,8,,9,,SIVEP-Malaria,,Pauini,Amazonas
1455,187,,2025,9,,19,,SIVEP-Malaria,,Pauini,Amazonas
1456,187,,2025,10,,31,,SIVEP-Malaria,,Pauini,Amazonas
1457,187,,2025,11,,9,,SIVEP-Malaria,,Pauini,Amazonas
1458,187,,2025,12,,11,,SIVEP-Malaria,,Pauini,Amazonas
1459,1264,,2025,11,,1,,SIVEP-Malaria,,Paulino Neves,Maranhão
1460,1265,,2025,12,,1,,SIVEP-Malaria,,Paulo Ramos,Maranhão
1461,2699,,2025,5,,1,,SIVEP-Malaria,,Pedra Branca,Paraíba
1462,134,,2024,12,,4,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1463,134,,2025,1,,15,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1464,134,,2025,2,,6,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1465,134,,2025,3,,12,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1466,134,,2025,4,,21,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1467,134,,2025,5,,16,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1468,134,,2025,6,,8,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1469,134,,2025,7,,21,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1470,134,,2025,8,,37,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1471,134,,2025,9,,44,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1472,134,,2025,10,,52,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1473,134,,2025,11,,56,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1474,134,,2025,12,,53,,SIVEP-Malaria,,Pedra Branca do Amapari,Amapá
1475,1266,,2025,2,,1,,SIVEP-Malaria,,Pedreiras,Maranhão
1476,1267,,2025,7,,1,,SIVEP-Malaria,,Pedro do Rosário,Maranhão
1477,2510,,2025,2,,1,,SIVEP-Malaria,,Peixe-Boi,Pará
1478,1437,,2025,1,,22,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1479,1437,,2025,2,,7,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1480,1437,,2025,3,,3,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1481,1437,,2025,4,,2,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1482,1437,,2025,5,,15,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1483,1437,,2025,6,,9,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1484,1437,,2025,7,,5,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1485,1437,,2025,8,,4,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1486,1437,,2025,9,,3,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1487,1437,,2025,10,,2,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1488,1437,,2025,11,,3,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1489,1437,,2025,12,,2,,SIVEP-Malaria,,Peixoto de Azevedo,Mato Grosso
1490,1268,,2025,12,,1,,SIVEP-Malaria,,Penalva,Maranhão
1491,3052,,2025,12,,1,,SIVEP-Malaria,,Pinhais,Paraná
1492,1272,,2025,3,,1,,SIVEP-Malaria,,Pinheiro,Maranhão
1493,1272,,2025,5,,4,,SIVEP-Malaria,,Pinheiro,Maranhão
1494,1274,,2025,10,,1,,SIVEP-Malaria,,Pirapemas,Maranhão
1495,2512,,2025,1,,1,,SIVEP-Malaria,,Placas,Pará
1496,2512,,2025,3,,1,,SIVEP-Malaria,,Placas,Pará
1497,2512,,2025,5,,1,,SIVEP-Malaria,,Placas,Pará
1498,2512,,2025,6,,1,,SIVEP-Malaria,,Placas,Pará
1499,2512,,2025,7,,1,,SIVEP-Malaria,,Placas,Pará
1500,2512,,2025,12,,2,,SIVEP-Malaria,,Placas,Pará
1501,13,,2024,12,,8,,SIVEP-Malaria,,Plácido de Castro,Acre
1502,13,,2025,1,,148,,SIVEP-Malaria,,Plácido de Castro,Acre
1503,13,,2025,2,,97,,SIVEP-Malaria,,Plácido de Castro,Acre
1504,13,,2025,3,,55,,SIVEP-Malaria,,Plácido de Castro,Acre
1505,13,,2025,4,,27,,SIVEP-Malaria,,Plácido de Castro,Acre
1506,13,,2025,5,,40,,SIVEP-Malaria,,Plácido de Castro,Acre
1507,13,,2025,6,,22,,SIVEP-Malaria,,Plácido de Castro,Acre
1508,13,,2025,7,,21,,SIVEP-Malaria,,Plácido de Castro,Acre
1509,13,,2025,8,,21,,SIVEP-Malaria,,Plácido de Castro,Acre
1510,13,,2025,9,,34,,SIVEP-Malaria,,Plácido de Castro,Acre
1511,13,,2025,10,,51,,SIVEP-Malaria,,Plácido de Castro,Acre
1512,13,,2025,11,,27,,SIVEP-Malaria,,Plácido de Castro,Acre
1513,13,,2025,12,,19,,SIVEP-Malaria,,Plácido de Castro,Acre
1514,2513,,2025,1,,1,,SIVEP-Malaria,,Ponta de Pedras,Pará
1515,2513,,2025,2,,1,,SIVEP-Malaria,,Ponta de Pedras,Pará
1516,2513,,2025,4,,1,,SIVEP-Malaria,,Ponta de Pedras,Pará
1517,2513,,2025,10,,1,,SIVEP-Malaria,,Ponta de Pedras,Pará
1518,1442,,2025,1,,2,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1519,1442,,2025,2,,4,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1520,1442,,2025,3,,2,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1521,1442,,2025,4,,6,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1522,1442,,2025,6,,2,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1523,1442,,2025,7,,7,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1524,1442,,2025,8,,7,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1525,1442,,2025,9,,1,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1526,1442,,2025,10,,1,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1527,1442,,2025,11,,2,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1528,1442,,2025,12,,5,,SIVEP-Malaria,,Pontes e Lacerda,Mato Grosso
1529,2514,,2024,12,,2,,SIVEP-Malaria,,Portel,Pará
1530,2514,,2025,1,,4,,SIVEP-Malaria,,Portel,Pará
1531,2514,,2025,2,,5,,SIVEP-Malaria,,Portel,Pará
1532,2514,,2025,3,,1,,SIVEP-Malaria,,Portel,Pará
1533,2514,,2025,4,,4,,SIVEP-Malaria,,Portel,Pará
1534,2514,,2025,5,,6,,SIVEP-Malaria,,Portel,Pará
1535,2514,,2025,6,,11,,SIVEP-Malaria,,Portel,Pará
1536,2514,,2025,7,,7,,SIVEP-Malaria,,Portel,Pará
1537,2514,,2025,8,,18,,SIVEP-Malaria,,Portel,Pará
1538,2514,,2025,9,,5,,SIVEP-Malaria,,Portel,Pará
1539,2514,,2025,10,,6,,SIVEP-Malaria,,Portel,Pará
1540,2514,,2025,11,,6,,SIVEP-Malaria,,Portel,Pará
1541,2514,,2025,12,,3,,SIVEP-Malaria,,Portel,Pará
1542,14,,2025,10,,1,,SIVEP-Malaria,,Porto Acre,Acre
1543,1445,,2025,4,,1,,SIVEP-Malaria,,Porto Esperidião,Mato Grosso
1544,1446,,2025,5,,1,,SIVEP-Malaria,,Porto Estrela,Mato Grosso
1545,135,,2025,1,,3,,SIVEP-Malaria,,Porto Grande,Amapá
1546,135,,2025,2,,3,,SIVEP-Malaria,,Porto Grande,Amapá
1547,135,,2025,3,,5,,SIVEP-Malaria,,Porto Grande,Amapá
1548,135,,2025,4,,3,,SIVEP-Malaria,,Porto Grande,Amapá
1549,135,,2025,5,,7,,SIVEP-Malaria,,Porto Grande,Amapá
1550,135,,2025,6,,19,,SIVEP-Malaria,,Porto Grande,Amapá
1551,135,,2025,7,,9,,SIVEP-Malaria,,Porto Grande,Amapá
1552,135,,2025,8,,14,,SIVEP-Malaria,,Porto Grande,Amapá
1553,135,,2025,9,,28,,SIVEP-Malaria,,Porto Grande,Amapá
1554,135,,2025,10,,54,,SIVEP-Malaria,,Porto Grande,Amapá
1555,135,,2025,11,,91,,SIVEP-Malaria,,Porto Grande,Amapá
1556,135,,2025,12,,57,,SIVEP-Malaria,,Porto Grande,Amapá
1557,3067,,2025,1,,1,,SIVEP-Malaria,,Porto Rico,Paraná
1558,4388,,2024,1,,1,,SIVEP-Malaria,,Porto Velho,Rondônia
1559,4388,,2024,2,,1,,SIVEP-Malaria,,Porto Velho,Rondônia
1560,4388,,2024,10,,1,,SIVEP-Malaria,,Porto Velho,Rondônia
1561,4388,,2024,11,,1,,SIVEP-Malaria,,Porto Velho,Rondônia
1562,4388,,2024,12,,29,,SIVEP-Malaria,,Porto Velho,Rondônia
1563,4388,,2025,1,,327,,SIVEP-Malaria,,Porto Velho,Rondônia
1564,4388,,2025,2,,227,,SIVEP-Malaria,,Porto Velho,Rondônia
1565,4388,,2025,3,,263,,SIVEP-Malaria,,Porto Velho,Rondônia
1566,4388,,2025,4,,299,,SIVEP-Malaria,,Porto Velho,Rondônia
1567,4388,,2025,5,,300,,SIVEP-Malaria,,Porto Velho,Rondônia
1568,4388,,2025,6,,377,,SIVEP-Malaria,,Porto Velho,Rondônia
1569,4388,,2025,7,,536,,SIVEP-Malaria,,Porto Velho,Rondônia
1570,4388,,2025,8,,574,,SIVEP-Malaria,,Porto Velho,Rondônia
1571,4388,,2025,9,,514,,SIVEP-Malaria,,Porto Velho,Rondônia
1572,4388,,2025,10,,552,,SIVEP-Malaria,,Porto Velho,Rondônia
1573,4388,,2025,11,,590,,SIVEP-Malaria,,Porto Velho,Rondônia
1574,4388,,2025,12,,389,,SIVEP-Malaria,,Porto Velho,Rondônia
1575,15,,2025,1,,1,,SIVEP-Malaria,,Porto Walter,Acre
1576,15,,2025,3,,1,,SIVEP-Malaria,,Porto Walter,Acre
1577,15,,2025,4,,1,,SIVEP-Malaria,,Porto Walter,Acre
1578,15,,2025,5,,2,,SIVEP-Malaria,,Porto Walter,Acre
1579,15,,2025,6,,2,,SIVEP-Malaria,,Porto Walter,Acre
1580,15,,2025,7,,1,,SIVEP-Malaria,,Porto Walter,Acre
1581,15,,2025,8,,2,,SIVEP-Malaria,,Porto Walter,Acre
1582,15,,2025,10,,2,,SIVEP-Malaria,,Porto Walter,Acre
1583,15,,2025,11,,3,,SIVEP-Malaria,,Porto Walter,Acre
1584,15,,2025,12,,10,,SIVEP-Malaria,,Porto Walter,Acre
1585,2516,,2025,1,,1,,SIVEP-Malaria,,Prainha,Pará
1586,2516,,2025,2,,4,,SIVEP-Malaria,,Prainha,Pará
1587,2516,,2025,4,,3,,SIVEP-Malaria,,Prainha,Pará
1588,2516,,2025,5,,2,,SIVEP-Malaria,,Prainha,Pará
1589,2516,,2025,6,,1,,SIVEP-Malaria,,Prainha,Pará
1590,2516,,2025,7,,1,,SIVEP-Malaria,,Prainha,Pará
1591,2516,,2025,8,,3,,SIVEP-Malaria,,Prainha,Pará
1592,2516,,2025,10,,1,,SIVEP-Malaria,,Prainha,Pará
1593,2516,,2025,11,,4,,SIVEP-Malaria,,Prainha,Pará
1594,188,,2024,12,,3,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1595,188,,2025,1,,7,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1596,188,,2025,2,,5,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1597,188,,2025,3,,3,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1598,188,,2025,4,,4,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1599,188,,2025,5,,11,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1600,188,,2025,6,,10,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1601,188,,2025,7,,7,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1602,188,,2025,8,,8,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1603,188,,2025,9,,19,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1604,188,,2025,10,,18,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1605,188,,2025,11,,15,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1606,188,,2025,12,,5,,SIVEP-Malaria,,Presidente Figueiredo,Amazonas
1607,1281,,2025,9,,6,,SIVEP-Malaria,,Presidente Sarney,Maranhão
1608,1281,,2025,10,,2,,SIVEP-Malaria,,Presidente Sarney,Maranhão
1609,1281,,2025,11,,1,,SIVEP-Malaria,,Presidente Sarney,Maranhão
1610,3314,,2025,4,,1,,SIVEP-Malaria,,Primavera,Pernambuco
1611,5542,,2025,8,,1,,SIVEP-Malaria,,Riachinho,Tocantins
1612,1453,,2024,12,,2,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1613,1453,,2025,1,,3,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1614,1453,,2025,2,,8,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1615,1453,,2025,3,,2,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1616,1453,,2025,4,,2,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1617,1453,,2025,5,,1,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1618,1453,,2025,6,,5,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1619,1453,,2025,8,,1,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1620,1453,,2025,9,,1,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1621,1453,,2025,12,,1,,SIVEP-Malaria,,Rio Branco,Mato Grosso
1622,4391,,2025,1,,3,,SIVEP-Malaria,,Rio Crespo,Rondônia
1623,4391,,2025,3,,1,,SIVEP-Malaria,,Rio Crespo,Rondônia
1624,4391,,2025,4,,3,,SIVEP-Malaria,,Rio Crespo,Rondônia
1625,4391,,2025,6,,2,,SIVEP-Malaria,,Rio Crespo,Rondônia
1626,4391,,2025,7,,3,,SIVEP-Malaria,,Rio Crespo,Rondônia
1627,4391,,2025,8,,5,,SIVEP-Malaria,,Rio Crespo,Rondônia
1628,4391,,2025,9,,13,,SIVEP-Malaria,,Rio Crespo,Rondônia
1629,4391,,2025,10,,3,,SIVEP-Malaria,,Rio Crespo,Rondônia
1630,4391,,2025,11,,6,,SIVEP-Malaria,,Rio Crespo,Rondônia
1631,4391,,2025,12,,2,,SIVEP-Malaria,,Rio Crespo,Rondônia
1632,189,,2024,12,,9,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1633,189,,2025,1,,84,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1634,189,,2025,2,,80,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1635,189,,2025,3,,35,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1636,189,,2025,4,,36,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1637,189,,2025,5,,29,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1638,189,,2025,6,,30,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1639,189,,2025,7,,24,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1640,189,,2025,8,,17,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1641,189,,2025,9,,34,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1642,189,,2025,10,,17,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1643,189,,2025,11,,31,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1644,189,,2025,12,,16,,SIVEP-Malaria,,Rio Preto da Eva,Amazonas
1645,3661,,2025,4,,1,,SIVEP-Malaria,,Rio de Janeiro,Rio de Janeiro
1646,17,,2024,12,,3,,SIVEP-Malaria,,Rodrigues Alves,Acre
1647,17,,2025,1,,34,,SIVEP-Malaria,,Rodrigues Alves,Acre
1648,17,,2025,2,,24,,SIVEP-Malaria,,Rodrigues Alves,Acre
1649,17,,2025,3,,18,,SIVEP-Malaria,,Rodrigues Alves,Acre
1650,17,,2025,4,,11,,SIVEP-Malaria,,Rodrigues Alves,Acre
1651,17,,2025,5,,11,,SIVEP-Malaria,,Rodrigues Alves,Acre
1652,17,,2025,6,,3,,SIVEP-Malaria,,Rodrigues Alves,Acre
1653,17,,2025,7,,8,,SIVEP-Malaria,,Rodrigues Alves,Acre
1654,17,,2025,8,,7,,SIVEP-Malaria,,Rodrigues Alves,Acre
1655,17,,2025,9,,7,,SIVEP-Malaria,,Rodrigues Alves,Acre
1656,17,,2025,10,,6,,SIVEP-Malaria,,Rodrigues Alves,Acre
1657,17,,2025,11,,6,,SIVEP-Malaria,,Rodrigues Alves,Acre
1658,17,,2025,12,,2,,SIVEP-Malaria,,Rodrigues Alves,Acre
1659,1454,,2025,2,,1,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1660,1454,,2025,3,,3,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1661,1454,,2025,4,,10,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1662,1454,,2025,5,,9,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1663,1454,,2025,6,,20,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1664,1454,,2025,7,,6,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1665,1454,,2025,8,,5,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1666,1454,,2025,9,,4,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1667,1454,,2025,10,,6,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1668,1454,,2025,11,,14,,SIVEP-Malaria,,Rondolândia,Mato Grosso
