malaria_id,location_id,notification_date,year,month,week,cases,laboratory_result,source,source_url,municipality,state_name
986,2960,,2024,12,,1,,SIVEP-Malaria,,Japurá,Paraná
987,2960,,2025,1,,26,,SIVEP-Malaria,,Japurá,Paraná
988,2960,,2025,2,,17,,SIVEP-Malaria,,Japurá,Paraná
989,2960,,2025,3,,11,,SIVEP-Malaria,,Japurá,Paraná
990,2960,,2025,4,,9,,SIVEP-Malaria,,Japurá,Paraná
991,2960,,2025,5,,20,,SIVEP-Malaria,,Japurá,Paraná
992,2960,,2025,6,,27,,SIVEP-Malaria,,Japurá,Paraná
993,2960,,2025,7,,33,,SIVEP-Malaria,,Japurá,Paraná
994,2960,,2025,8,,50,,SIVEP-Malaria,,Japurá,Paraná
995,2960,,2025,9,,43,,SIVEP-Malaria,,Japurá,Paraná
996,2960,,2025,10,,170,,SIVEP-Malaria,,Japurá,Paraná
997,2960,,2025,11,,261,,SIVEP-Malaria,,Japurá,Paraná
998,2960,,2025,12,,222,,SIVEP-Malaria,,Japurá,Paraná
999,4374,,2025,1,,2,,SIVEP-Malaria,,Jaru,Rondônia
1000,4374,,2025,2,,1,,SIVEP-Malaria,,Jaru,Rondônia
1001,4374,,2025,7,,5,,SIVEP-Malaria,,Jaru,Rondônia
1002,4374,,2025,8,,1,,SIVEP-Malaria,,Jaru,Rondônia
1003,1223,,2025,5,,2,,SIVEP-Malaria,,Jenipapo dos Vieiras,Maranhão
1004,4375,,2025,4,,1,,SIVEP-Malaria,,Ji-Paraná,Rondônia
1005,4375,,2025,8,,1,,SIVEP-Malaria,,Ji-Paraná,Rondônia
1006,1225,,2025,5,,1,,SIVEP-Malaria,,Joselândia,Maranhão
1007,1225,,2025,7,,1,,SIVEP-Malaria,,Joselândia,Maranhão
1008,1225,,2025,8,,1,,SIVEP-Malaria,,Joselândia,Maranhão
1009,1225,,2025,10,,1,,SIVEP-Malaria,,Joselândia,Maranhão
1010,1977,,2025,4,,1,,SIVEP-Malaria,,João Pinheiro,Minas Gerais
1011,1403,,2025,3,,1,,SIVEP-Malaria,,Juara,Mato Grosso
1012,1405,,2025,10,,2,,SIVEP-Malaria,,Juruena,Mato Grosso
1013,1405,,2025,11,,1,,SIVEP-Malaria,,Juruena,Mato Grosso
1014,2480,,2025,1,,1,,SIVEP-Malaria,,Juruti,Pará
1015,2480,,2025,6,,1,,SIVEP-Malaria,,Juruti,Pará
1016,2480,,2025,7,,1,,SIVEP-Malaria,,Juruti,Pará
1017,2480,,2025,9,,1,,SIVEP-Malaria,,Juruti,Pará
1018,2480,,2025,10,,1,,SIVEP-Malaria,,Juruti,Pará
1019,2480,,2025,11,,1,,SIVEP-Malaria,,Juruti,Pará
1020,2480,,2025,12,,1,,SIVEP-Malaria,,Juruti,Pará
1021,173,,2025,1,,4,,SIVEP-Malaria,,Juruá,Amazonas
1022,173,,2025,2,,3,,SIVEP-Malaria,,Juruá,Amazonas
1023,173,,2025,3,,3,,SIVEP-Malaria,,Juruá,Amazonas
1024,173,,2025,4,,6,,SIVEP-Malaria,,Juruá,Amazonas
1025,173,,2025,5,,5,,SIVEP-Malaria,,Juruá,Amazonas
1026,173,,2025,6,,9,,SIVEP-Malaria,,Juruá,Amazonas
1027,173,,2025,7,,20,,SIVEP-Malaria,,Juruá,Amazonas
1028,173,,2025,8,,24,,SIVEP-Malaria,,Juruá,Amazonas
1029,173,,2025,9,,7,,SIVEP-Malaria,,Juruá,Amazonas
1030,173,,2025,10,,6,,SIVEP-Malaria,,Juruá,Amazonas
1031,173,,2025,11,,2,,SIVEP-Malaria,,Juruá,Amazonas
1032,173,,2025,12,,4,,SIVEP-Malaria,,Juruá,Amazonas
1033,1227,,2024,11,,1,,SIVEP-Malaria,,Lago da Pedra,Maranhão
1034,5499,,2025,10,,1,,SIVEP-Malaria,,Lagoa da Confusão,Tocantins
1035,5500,,2025,5,,1,,SIVEP-Malaria,,Lagoa do Tocantins,Tocantins
1036,130,,2025,1,,4,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1037,130,,2025,2,,3,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1038,130,,2025,3,,2,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1039,130,,2025,5,,2,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1040,130,,2025,7,,1,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1041,130,,2025,8,,1,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1042,130,,2025,9,,3,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1043,130,,2025,11,,2,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1044,130,,2025,12,,2,,SIVEP-Malaria,,Laranjal do Jari,Amapá
1045,1234,,2025,5,,1,,SIVEP-Malaria,,Lima Campos,Maranhão
1046,2481,,2024,12,,2,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1047,2481,,2025,1,,5,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1048,2481,,2025,2,,2,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1049,2481,,2025,3,,5,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1050,2481,,2025,4,,1,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1051,2481,,2025,6,,3,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1052,2481,,2025,7,,1,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1053,2481,,2025,8,,3,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1054,2481,,2025,9,,8,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1055,2481,,2025,10,,6,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1056,2481,,2025,11,,4,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1057,2481,,2025,12,,4,,SIVEP-Malaria,,Limoeiro do Ajuru,Pará
1058,1235,,2025,2,,1,,SIVEP-Malaria,,Loreto,Maranhão
1059,1235,,2025,5,,4,,SIVEP-Malaria,,Loreto,Maranhão
1060,1235,,2025,7,,7,,SIVEP-Malaria,,Loreto,Maranhão
1061,1235,,2025,8,,18,,SIVEP-Malaria,,Loreto,Maranhão
1062,1235,,2025,9,,27,,SIVEP-Malaria,,Loreto,Maranhão
1063,1235,,2025,10,,9,,SIVEP-Malaria,,Loreto,Maranhão
1064,1235,,2025,11,,30,,SIVEP-Malaria,,Loreto,Maranhão
1065,1235,,2025,12,,10,,SIVEP-Malaria,,Loreto,Maranhão
1066,175,,2024,12,,21,,SIVEP-Malaria,,Lábrea,Amazonas
1067,175,,2025,1,,454,,SIVEP-Malaria,,Lábrea,Amazonas
1068,175,,2025,2,,92,,SIVEP-Malaria,,Lábrea,Amazonas
1069,175,,2025,3,,755,,SIVEP-Malaria,,Lábrea,Amazonas
1070,175,,2025,4,,685,,SIVEP-Malaria,,Lábrea,Amazonas
1071,175,,2025,5,,751,,SIVEP-Malaria,,Lábrea,Amazonas
1072,175,,2025,6,,623,,SIVEP-Malaria,,Lábrea,Amazonas
1073,175,,2025,7,,252,,SIVEP-Malaria,,Lábrea,Amazonas
1074,175,,2025,8,,280,,SIVEP-Malaria,,Lábrea,Amazonas
1075,175,,2025,9,,281,,SIVEP-Malaria,,Lábrea,Amazonas
1076,175,,2025,10,,237,,SIVEP-Malaria,,Lábrea,Amazonas
1077,175,,2025,11,,218,,SIVEP-Malaria,,Lábrea,Amazonas
1078,175,,2025,12,,141,,SIVEP-Malaria,,Lábrea,Amazonas
1079,131,,2024,12,,1,,SIVEP-Malaria,,Macapá,Amapá
1080,131,,2025,1,,24,,SIVEP-Malaria,,Macapá,Amapá
1081,131,,2025,2,,17,,SIVEP-Malaria,,Macapá,Amapá
1082,131,,2025,3,,16,,SIVEP-Malaria,,Macapá,Amapá
1083,131,,2025,4,,18,,SIVEP-Malaria,,Macapá,Amapá
1084,131,,2025,5,,9,,SIVEP-Malaria,,Macapá,Amapá
1085,131,,2025,6,,5,,SIVEP-Malaria,,Macapá,Amapá
1086,131,,2025,7,,7,,SIVEP-Malaria,,Macapá,Amapá
1087,131,,2025,8,,9,,SIVEP-Malaria,,Macapá,Amapá
1088,131,,2025,9,,26,,SIVEP-Malaria,,Macapá,Amapá
1089,131,,2025,10,,35,,SIVEP-Malaria,,Macapá,Amapá
1090,131,,2025,11,,39,,SIVEP-Malaria,,Macapá,Amapá
1091,131,,2025,12,,16,,SIVEP-Malaria,,Macapá,Amapá
1092,4376,,2025,1,,12,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1093,4376,,2025,2,,11,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1094,4376,,2025,3,,7,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1095,4376,,2025,4,,9,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1096,4376,,2025,5,,11,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1097,4376,,2025,6,,9,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1098,4376,,2025,7,,14,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1099,4376,,2025,8,,25,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1100,4376,,2025,9,,36,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1101,4376,,2025,10,,27,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1102,4376,,2025,11,,26,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1103,4376,,2025,12,,32,,SIVEP-Malaria,,Machadinho D'Oeste,Rondônia
1104,176,,2024,12,,7,,SIVEP-Malaria,,Manacapuru,Amazonas
1105,176,,2025,1,,12,,SIVEP-Malaria,,Manacapuru,Amazonas
1106,176,,2025,2,,4,,SIVEP-Malaria,,Manacapuru,Amazonas
1107,176,,2025,4,,15,,SIVEP-Malaria,,Manacapuru,Amazonas
1108,176,,2025,5,,11,,SIVEP-Malaria,,Manacapuru,Amazonas
1109,176,,2025,6,,12,,SIVEP-Malaria,,Manacapuru,Amazonas
1110,176,,2025,7,,8,,SIVEP-Malaria,,Manacapuru,Amazonas
1111,176,,2025,8,,5,,SIVEP-Malaria,,Manacapuru,Amazonas
1112,176,,2025,9,,11,,SIVEP-Malaria,,Manacapuru,Amazonas
1113,176,,2025,10,,7,,SIVEP-Malaria,,Manacapuru,Amazonas
1114,176,,2025,11,,9,,SIVEP-Malaria,,Manacapuru,Amazonas
1115,176,,2025,12,,3,,SIVEP-Malaria,,Manacapuru,Amazonas
1116,177,,2025,1,,1,,SIVEP-Malaria,,Manaquiri,Amazonas
1117,177,,2025,5,,1,,SIVEP-Malaria,,Manaquiri,Amazonas
1118,177,,2025,7,,1,,SIVEP-Malaria,,Manaquiri,Amazonas
1119,177,,2025,8,,2,,SIVEP-Malaria,,Manaquiri,Amazonas
1120,177,,2025,10,,3,,SIVEP-Malaria,,Manaquiri,Amazonas
1121,178,,2024,1,,2,,SIVEP-Malaria,,Manaus,Amazonas
1122,178,,2024,2,,1,,SIVEP-Malaria,,Manaus,Amazonas
1123,178,,2024,4,,2,,SIVEP-Malaria,,Manaus,Amazonas
1124,178,,2024,11,,17,,SIVEP-Malaria,,Manaus,Amazonas
1125,178,,2024,12,,213,,SIVEP-Malaria,,Manaus,Amazonas
1126,178,,2025,1,,1978,,SIVEP-Malaria,,Manaus,Amazonas
1127,178,,2025,2,,1546,,SIVEP-Malaria,,Manaus,Amazonas
1128,178,,2025,3,,1560,,SIVEP-Malaria,,Manaus,Amazonas
1129,178,,2025,4,,1655,,SIVEP-Malaria,,Manaus,Amazonas
1130,178,,2025,5,,1415,,SIVEP-Malaria,,Manaus,Amazonas
1131,178,,2025,6,,1375,,SIVEP-Malaria,,Manaus,Amazonas
1132,178,,2025,7,,1404,,SIVEP-Malaria,,Manaus,Amazonas
1133,178,,2025,8,,2559,,SIVEP-Malaria,,Manaus,Amazonas
1134,178,,2025,9,,3482,,SIVEP-Malaria,,Manaus,Amazonas
1135,178,,2025,10,,3162,,SIVEP-Malaria,,Manaus,Amazonas
1136,178,,2025,11,,2849,,SIVEP-Malaria,,Manaus,Amazonas
1137,178,,2025,12,,2437,,SIVEP-Malaria,,Manaus,Amazonas
1138,2484,,2025,1,,1,,SIVEP-Malaria,,Marabá,Pará
1139,2484,,2025,11,,2,,SIVEP-Malaria,,Marabá,Pará
1140,2485,,2025,3,,1,,SIVEP-Malaria,,Maracanã,Pará
1141,2485,,2025,4,,1,,SIVEP-Malaria,,Maracanã,Pará
1142,2486,,2025,9,,1,,SIVEP-Malaria,,Marapanim,Pará
1143,180,,2025,1,,8,,SIVEP-Malaria,,Maraã,Amazonas
1144,180,,2025,2,,3,,SIVEP-Malaria,,Maraã,Amazonas
1145,180,,2025,3,,3,,SIVEP-Malaria,,Maraã,Amazonas
1146,180,,2025,4,,6,,SIVEP-Malaria,,Maraã,Amazonas
1147,180,,2025,5,,5,,SIVEP-Malaria,,Maraã,Amazonas
1148,180,,2025,6,,5,,SIVEP-Malaria,,Maraã,Amazonas
1149,180,,2025,7,,3,,SIVEP-Malaria,,Maraã,Amazonas
1150,180,,2025,8,,5,,SIVEP-Malaria,,Maraã,Amazonas
1151,180,,2025,9,,3,,SIVEP-Malaria,,Maraã,Amazonas
1152,180,,2025,10,,2,,SIVEP-Malaria,,Maraã,Amazonas
1153,180,,2025,11,,2,,SIVEP-Malaria,,Maraã,Amazonas
1154,180,,2025,12,,8,,SIVEP-Malaria,,Maraã,Amazonas
1155,1410,,2025,5,,1,,SIVEP-Malaria,,Marcelândia,Mato Grosso
1156,12,,2024,12,,6,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1157,12,,2025,1,,35,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1158,12,,2025,2,,19,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1159,12,,2025,3,,4,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1160,12,,2025,4,,5,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1161,12,,2025,5,,6,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1162,12,,2025,6,,4,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1163,12,,2025,7,,1,,SIVEP-Malaria,,Marechal Thaumaturgo,Acre
1164,2487,,2025,1,,1,,SIVEP-Malaria,,Marituba,Pará
1165,2487,,2025,2,,1,,SIVEP-Malaria,,Marituba,Pará
1166,2487,,2025,4,,1,,SIVEP-Malaria,,Marituba,Pará
1167,2487,,2025,5,,1,,SIVEP-Malaria,,Marituba,Pará
1168,2487,,2025,9,,1,,SIVEP-Malaria,,Marituba,Pará
1169,2487,,2025,10,,1,,SIVEP-Malaria,,Marituba,Pará
1170,2487,,2025,12,,1,,SIVEP-Malaria,,Marituba,Pará
1171,1242,,2025,6,,1,,SIVEP-Malaria,,Matinha,Maranhão
1172,1411,,2025,10,,1,,SIVEP-Malaria,,Matupá,Mato Grosso
1173,1411,,2025,11,,1,,SIVEP-Malaria,,Matupá,Mato Grosso
1174,132,,2024,12,,3,,SIVEP-Malaria,,Mazagão,Amapá
1175,132,,2025,1,,12,,SIVEP-Malaria,,Mazagão,Amapá
1176,132,,2025,2,,7,,SIVEP-Malaria,,Mazagão,Amapá
1177,132,,2025,3,,1,,SIVEP-Malaria,,Mazagão,Amapá
1178,132,,2025,4,,4,,SIVEP-Malaria,,Mazagão,Amapá
1179,132,,2025,5,,1,,SIVEP-Malaria,,Mazagão,Amapá
1180,132,,2025,7,,1,,SIVEP-Malaria,,Mazagão,Amapá
1181,132,,2025,8,,1,,SIVEP-Malaria,,Mazagão,Amapá
1182,132,,2025,9,,2,,SIVEP-Malaria,,Mazagão,Amapá
1183,132,,2025,10,,2,,SIVEP-Malaria,,Mazagão,Amapá
1184,132,,2025,11,,1,,SIVEP-Malaria,,Mazagão,Amapá
1185,132,,2025,12,,4,,SIVEP-Malaria,,Mazagão,Amapá
1186,2488,,2025,11,,3,,SIVEP-Malaria,,Medicilândia,Pará
1187,2488,,2025,12,,1,,SIVEP-Malaria,,Medicilândia,Pará
1188,4378,,2025,7,,5,,SIVEP-Malaria,,Mirante da Serra,Rondônia
1189,4378,,2025,12,,1,,SIVEP-Malaria,,Mirante da Serra,Rondônia
1190,2490,,2025,1,,1,,SIVEP-Malaria,,Mocajuba,Pará
1191,2490,,2025,2,,2,,SIVEP-Malaria,,Mocajuba,Pará
1192,2490,,2025,3,,1,,SIVEP-Malaria,,Mocajuba,Pará
1193,2490,,2025,4,,2,,SIVEP-Malaria,,Mocajuba,Pará
1194,2490,,2025,6,,1,,SIVEP-Malaria,,Mocajuba,Pará
1195,2490,,2025,7,,1,,SIVEP-Malaria,,Mocajuba,Pará
1196,2490,,2025,8,,1,,SIVEP-Malaria,,Mocajuba,Pará
1197,2490,,2025,9,,1,,SIVEP-Malaria,,Mocajuba,Pará
1198,2490,,2025,10,,1,,SIVEP-Malaria,,Mocajuba,Pará
1199,2490,,2025,12,,3,,SIVEP-Malaria,,Mocajuba,Pará
1200,2491,,2024,12,,1,,SIVEP-Malaria,,Moju,Pará
1201,2491,,2025,2,,3,,SIVEP-Malaria,,Moju,Pará
1202,2491,,2025,3,,2,,SIVEP-Malaria,,Moju,Pará
1203,2491,,2025,6,,1,,SIVEP-Malaria,,Moju,Pará
1204,2491,,2025,7,,1,,SIVEP-Malaria,,Moju,Pará
1205,3770,,2025,2,,1,,SIVEP-Malaria,,Monte Alegre,Rio Grande do Norte
1206,3770,,2025,5,,1,,SIVEP-Malaria,,Monte Alegre,Rio Grande do Norte
1207,3770,,2025,7,,1,,SIVEP-Malaria,,Monte Alegre,Rio Grande do Norte
1208,3770,,2025,11,,1,,SIVEP-Malaria,,Monte Alegre,Rio Grande do Norte
1209,3770,,2025,12,,1,,SIVEP-Malaria,,Monte Alegre,Rio Grande do Norte
1210,4379,,2025,3,,1,,SIVEP-Malaria,,Monte Negro,Rondônia
1211,4379,,2025,7,,1,,SIVEP-Malaria,,Monte Negro,Rondônia
1212,4379,,2025,8,,1,,SIVEP-Malaria,,Monte Negro,Rondônia
1213,4379,,2025,10,,1,,SIVEP-Malaria,,Monte Negro,Rondônia
1214,4379,,2025,11,,2,,SIVEP-Malaria,,Monte Negro,Rondônia
1215,4379,,2025,12,,2,,SIVEP-Malaria,,Monte Negro,Rondônia
1216,1251,,2025,1,,1,,SIVEP-Malaria,,Morros,Maranhão
1217,1251,,2025,2,,1,,SIVEP-Malaria,,Morros,Maranhão
1218,1251,,2025,5,,1,,SIVEP-Malaria,,Morros,Maranhão
1219,1251,,2025,6,,1,,SIVEP-Malaria,,Morros,Maranhão
1220,1251,,2025,7,,1,,SIVEP-Malaria,,Morros,Maranhão
1221,1251,,2025,8,,1,,SIVEP-Malaria,,Morros,Maranhão
1222,1251,,2025,9,,1,,SIVEP-Malaria,,Morros,Maranhão
1223,1251,,2025,10,,1,,SIVEP-Malaria,,Morros,Maranhão
1224,1251,,2025,11,,3,,SIVEP-Malaria,,Morros,Maranhão
1225,1251,,2025,12,,2,,SIVEP-Malaria,,Morros,Maranhão
1226,2494,,2024,12,,1,,SIVEP-Malaria,,Muaná,Pará
1227,2494,,2025,1,,8,,SIVEP-Malaria,,Muaná,Pará
1228,2494,,2025,2,,2,,SIVEP-Malaria,,Muaná,Pará
1229,2494,,2025,3,,1,,SIVEP-Malaria,,Muaná,Pará
1230,2494,,2025,4,,2,,SIVEP-Malaria,,Muaná,Pará
1231,2494,,2025,5,,3,,SIVEP-Malaria,,Muaná,Pará
1232,2494,,2025,6,,1,,SIVEP-Malaria,,Muaná,Pará
1233,2494,,2025,7,,3,,SIVEP-Malaria,,Muaná,Pará
1234,2494,,2025,8,,5,,SIVEP-Malaria,,Muaná,Pará
1235,2494,,2025,9,,1,,SIVEP-Malaria,,Muaná,Pará
1236,2494,,2025,10,,2,,SIVEP-Malaria,,Muaná,Pará
1237,2494,,2025,11,,3,,SIVEP-Malaria,,Muaná,Pará
1238,5512,,2025,1,,2,,SIVEP-Malaria,,Muricilândia,Tocantins
1239,5512,,2025,12,,1,,SIVEP-Malaria,,Muricilândia,Tocantins
1240,10,,2024,12,,9,,SIVEP-Malaria,,Mâncio Lima,Acre
1241,10,,2025,1,,90,,SIVEP-Malaria,,Mâncio Lima,Acre
1242,10,,2025,2,,50,,SIVEP-Malaria,,Mâncio Lima,Acre
1243,10,,2025,3,,41,,SIVEP-Malaria,,Mâncio Lima,Acre
1244,10,,2025,4,,20,,SIVEP-Malaria,,Mâncio Lima,Acre
1245,10,,2025,5,,12,,SIVEP-Malaria,,Mâncio Lima,Acre
1246,10,,2025,6,,12,,SIVEP-Malaria,,Mâncio Lima,Acre
1247,10,,2025,7,,3,,SIVEP-Malaria,,Mâncio Lima,Acre
1248,10,,2025,8,,9,,SIVEP-Malaria,,Mâncio Lima,Acre
1249,10,,2025,9,,12,,SIVEP-Malaria,,Mâncio Lima,Acre
1250,10,,2025,10,,13,,SIVEP-Malaria,,Mâncio Lima,Acre
1251,10,,2025,11,,20,,SIVEP-Malaria,,Mâncio Lima,Acre
1252,10,,2025,12,,1,,SIVEP-Malaria,,Mâncio Lima,Acre
1253,5513,,2025,3,,1,,SIVEP-Malaria,,Natividade,Tocantins
1254,182,,2025,1,,1,,SIVEP-Malaria,,Nhamundá,Amazonas
1255,182,,2025,6,,1,,SIVEP-Malaria,,Nhamundá,Amazonas
1256,182,,2025,7,,3,,SIVEP-Malaria,,Nhamundá,Amazonas
1257,182,,2025,8,,2,,SIVEP-Malaria,,Nhamundá,Amazonas
1258,182,,2025,9,,3,,SIVEP-Malaria,,Nhamundá,Amazonas
1259,4413,,2025,3,,4,,SIVEP-Malaria,,Normandia,Roraima
1260,4413,,2025,8,,2,,SIVEP-Malaria,,Normandia,Roraima
1261,4413,,2025,9,,1,,SIVEP-Malaria,,Normandia,Roraima
1262,4413,,2025,11,,2,,SIVEP-Malaria,,Normandia,Roraima
1263,4413,,2025,12,,4,,SIVEP-Malaria,,Normandia,Roraima
1264,1416,,2024,12,,1,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1265,1416,,2025,1,,2,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1266,1416,,2025,2,,2,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1267,1416,,2025,3,,8,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1268,1416,,2025,4,,6,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1269,1416,,2025,5,,2,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1270,1416,,2025,7,,2,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1271,1416,,2025,8,,2,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1272,1416,,2025,9,,1,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1273,1416,,2025,10,,3,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1274,1416,,2025,11,,8,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1275,1416,,2025,12,,9,,SIVEP-Malaria,,Nova Bandeirantes,Mato Grosso
1276,4380,,2025,10,,1,,SIVEP-Malaria,,Nova Brasilândia D'Oeste,Rondônia
1277,4380,,2025,11,,2,,SIVEP-Malaria,,Nova Brasilândia D'Oeste,Rondônia
1278,1418,,2025,9,,1,,SIVEP-Malaria,,Nova Canaã do Norte,Mato Grosso
1279,1419,,2025,8,,1,,SIVEP-Malaria,,Nova Guarita,Mato Grosso
1280,1419,,2025,10,,2,,SIVEP-Malaria,,Nova Guarita,Mato Grosso
1281,1420,,2025,1,,1,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1282,1420,,2025,2,,2,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1283,1420,,2025,3,,1,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1284,1420,,2025,5,,1,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1285,1420,,2025,6,,1,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1286,1420,,2025,12,,2,,SIVEP-Malaria,,Nova Lacerda,Mato Grosso
1287,1423,,2025,2,,1,,SIVEP-Malaria,,Nova Monte Verde,Mato Grosso
1288,1424,,2025,3,,1,,SIVEP-Malaria,,Nova Mutum,Mato Grosso
1289,1424,,2025,12,,1,,SIVEP-Malaria,,Nova Mutum,Mato Grosso
1290,183,,2024,12,,2,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1291,183,,2025,2,,2,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1292,183,,2025,3,,1,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1293,183,,2025,6,,2,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1294,183,,2025,7,,1,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1295,183,,2025,8,,2,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1296,183,,2025,11,,1,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1297,183,,2025,12,,1,,SIVEP-Malaria,,Nova Olinda do Norte,Amazonas
1298,4382,,2025,8,,1,,SIVEP-Malaria,,Nova União,Rondônia
1299,184,,2025,1,,1,,SIVEP-Malaria,,Novo Airão,Amazonas
1300,184,,2025,2,,2,,SIVEP-Malaria,,Novo Airão,Amazonas
1301,184,,2025,3,,1,,SIVEP-Malaria,,Novo Airão,Amazonas
1302,184,,2025,4,,1,,SIVEP-Malaria,,Novo Airão,Amazonas
1303,184,,2025,5,,3,,SIVEP-Malaria,,Novo Airão,Amazonas
1304,184,,2025,6,,1,,SIVEP-Malaria,,Novo Airão,Amazonas
1305,184,,2025,7,,3,,SIVEP-Malaria,,Novo Airão,Amazonas
1306,184,,2025,8,,5,,SIVEP-Malaria,,Novo Airão,Amazonas
1307,184,,2025,9,,6,,SIVEP-Malaria,,Novo Airão,Amazonas
1308,184,,2025,10,,3,,SIVEP-Malaria,,Novo Airão,Amazonas
1309,184,,2025,11,,5,,SIVEP-Malaria,,Novo Airão,Amazonas
1310,184,,2025,12,,5,,SIVEP-Malaria,,Novo Airão,Amazonas
1311,185,,2024,12,,1,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1312,185,,2025,1,,15,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1313,185,,2025,2,,25,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1314,185,,2025,3,,36,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1315,185,,2025,4,,21,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1316,185,,2025,5,,24,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1317,185,,2025,6,,60,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1318,185,,2025,7,,73,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1319,185,,2025,8,,52,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1320,185,,2025,9,,71,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1321,185,,2025,10,,83,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1322,185,,2025,11,,46,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1323,185,,2025,12,,35,,SIVEP-Malaria,,Novo Aripuanã,Amazonas
1324,1431,,2025,10,,1,,SIVEP-Malaria,,Novo Mundo,Mato Grosso
1325,1431,,2025,11,,1,,SIVEP-Malaria,,Novo Mundo,Mato Grosso
1326,2498,,2025,1,,16,,SIVEP-Malaria,,Novo Progresso,Pará
1327,2498,,2025,2,,12,,SIVEP-Malaria,,Novo Progresso,Pará
1328,2498,,2025,3,,8,,SIVEP-Malaria,,Novo Progresso,Pará
1329,2498,,2025,4,,5,,SIVEP-Malaria,,Novo Progresso,Pará
